X,Study_ID,Article_DOI,Firstauthor_Year,Journal_Title,Publication_Year,Study_Country,Study_Design,Species_tree,Species,Movement_category,Response_measured,Response_description,Subgroup_description,B_data_collection_season,A_data_collection_season,C_data_collection_season,I_data_collection_season,Tracking_method,Minimum_tracking_period..days.,Mean_tracking_period..days.,Mean_fixes,Minimum_fixes,Impact_fire_type,Impact_fire_season,Impact_fire_characteristics,Impact_fire_size_ha,Maximum_treatment_burn_age_days,Data_source,Mean_Fire,Upper_Fire,Lower_Fire,Mean_Unburned,Upper_Unburned,Lower_Unburned,CI_Type,Comments,Burned_n,Unburned_n,ReptTraits.Max_body_mass_g,AvoNet.Mean_mass_g,BodyMass.g,Phy.body_mass_g,BodyMassComments,biome_no,biome_name,lon,lat,veg_str,climate_zone,code,name,Climate,veg_climate
3,3,NA,Flaherty2020,Herpetological Conservation and Biology,2020,United States of America,CI,Agkistrodon_contortrix,Agkistrodon contortrix,Home range,Home range size,"Mean home range size, estimated using 95% fixed kernel density",Males,NA,NA,Spring/Summer/Fall mid May- early October,Spring/Summer/Fall mid May- early October,VHF,64,108.4,Not provided,Not provided,Planned,Spring & Fall,"Not quantified, authors suggest fires were low intensity. Ignited by dropped incendiaries from helicopter.",1000,3103,"Means, sample size, SEM and mean tracking period calculated from data in Table 3. Pg 155.",11.6,14.3,8.9,22.6,28,17.2,SE,"Means, sample size, SEM and mean tracking period calculated from data in Table 3. Pg 155.",6,12,1248.2,NA,1248.2,NA,,4,Temperate broadleaf and mixed forests,-88.0713731914023,36.8575950134779,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
4,4,NA,Flaherty2020,Herpetological Conservation and Biology,2020,United States of America,CI,Agkistrodon_contortrix,Agkistrodon contortrix,Linear Distance,Daily distance moved,"Mean daily distance moved. Calculates as ""as the
distance between relocations divided by the number
of days elapsed between relocations"" pg. 152",Males,NA,NA,Spring/Summer/Fall mid May- early October,Spring/Summer/Fall mid May- early October,VHF,65,108.4,Not provided,Not provided,Planned,Spring & Fall,"Not quantified, authors suggest fires were low intensity. Ignited by dropped incendiaries from helicopter.",1000,3103,"Means, sample size, SEM and mean tracking period calculated from data in Table 3. Pg 155.",16,19.3,12.7,15.5,17.3,13.7,SE,"Means, sample size, SEM and mean tracking period calculated from data in Table 3. Pg 155. See calculation sheet.",6,12,1248.2,NA,1248.2,NA,,4,Temperate broadleaf and mixed forests,-88.0713731914023,36.8575950134779,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
1,1,10.1111/j.1557-9263.2007.00113.x,Cox2007,Journal of Field Ornithology,2007,United States of America,CI,Peucaea_aestivalis,Aimophila aestivalis,Home range,Home range size,"Mean home range size,  quantified using 95% fixed kernel. GPS locations used in home range analysis determined by searching for banded individuals.",Males,NA,NA,Spring/summer,Spring/summer,visual,91,NA,Not provided,Not provided,Planned,Spring/summer,Not provided,Not provided,122,"Paragraph 1 of results, pg 266",1.9,3.5,0.3,2.1,3.2,1,SD,"Home range given in hectares. Authors note some skewness in size, and report medians as well as means.",23,17,NA,NA,18.8,NA,"Winiarski, J.M., Moorman, C.E. and Carpenter, J.P. (2017), Bachman's Sparrows at the northern periphery of their range: home range size and microhabitat selection. J. Field Ornithol., 88: 250-261. https://doi-org.ezproxy.csu.edu.au/10.1111/jofo.12215; Gonzembach, Hans & Wolverton, Heather & Anderson, Rindy. (2022). BA-BA-BACHMAN'S: A NOTE ON SONG PRODUCTION IN JUVENILE BACHMAN'S SPARROWS (Peucaea aestivalis). Florida Field Naturalist 50(3):70–81",5,Temperate coniferous forests,-84,30.75,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
94,152,10.1007/s13364-014-0184-y,Venter2014,Acta Theriologica,2014,South Africa,CI,Alcelaphus_caama,Alcelaphus buselaphus camaa,Other space use - Time,Mean time spent in habitat type,Mean time spent in habitat type,Males and females,NA,NA,All seasons,All seasons,VHF,122,NA,Not provided,Not provided,Planned,Not provided,"Mutiple burns ignited by poachers, timing not provided",Not provided,1673,"Figure 2, pg. 461",673.2,712.2,634.2,338.4,396.6,280.2,CI,Fires ignited by poachers,7,7,NA,NA,171001.5,NA,From Alcelaphus_buselaphus Phylacine,1,Tropical and subtropical moist broadleaf forests,30,-31.28333333,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
95,153,10.1007/s13364-014-0184-y,Venter2014,Acta Theriologica,2014,South Africa,CI,Alcelaphus_caama,Alcelaphus buselaphus camaa,Linear distance - Speed,Mean speed (m/hr),Mean speed (m/hr),Males and females,NA,NA,All seasons,All seasons,VHF,122,NA,Not provided,Not provided,Planned,Not provided,"Mutiple burns ignited by poachers, timing not provided",Not provided,1673,"Figure 2, pg. 461",453.66,504.53,402.79,474.56,545.64,403.48,CI,Fires ignited by poachers,7,7,NA,NA,171001.5,NA,From Alcelaphus_buselaphus Phylacine,1,Tropical and subtropical moist broadleaf forests,30,-31.28333333,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
25,39,10.5962/p.355397,Gasaway1985,Canadian Field-Naturalist,1985,United States of America,BA,Alces_alces,Alces alces,Other space use - Proportion,Percentage of relocations,Percentage of relocations outside the burn perimeter,Unknown,Spring/Summer,Spring/Summer,NA,NA,VHF,NA,NA,Not provided,2,Wildfire,Spring/Summer,"Within the burn area used by moose 75% burned at moderate to high severity, 10% low severity and 15% unburned pg. 136",Not provided,122,"Table 1, pg. 136",0.42,0.497,0.343,0.57,0.656,0.484,SE,"Means and SEM calculated  by reviwer from values in Table 1. May or may not be of use, depending on other space use metrics recorded.",48,68,NA,NA,356998,356998,,6,Boreal forests/taiga,-147.70444444,64.37583333,closed,26,Dfb,"Cold, no dry season, warm summer",Cold,closed_Cold
26,40,10.5962/p.355397,Gasaway1985,Canadian Field-Naturalist,1985,United States of America,BA,Alces_alces,Alces alces,Other space use - Proportion,Percentage of home range area outside burn perimeter,Mean percentage of home range outside the burn perimeter before and after fire,Unknown,Spring/Summer,Spring/Summer,NA,NA,VHF,NA,NA,Not provided,3,Wildfire,Spring/Summer,"Within the burn area used by moose 75% burned at moderate to high severity, 10% low severity and 15% unburned pg. 137",Not provided,152,"Para 1 of results, pg. 137",0.53,0.69,0.37,0.258,0.383,0.133,SE,"May or may not be of use, depending on other space use metrics recorded.",7,11,NA,NA,356998,356998,,6,Boreal forests/taiga,-147.70444444,64.37583333,closed,26,Dfb,"Cold, no dry season, warm summer",Cold,closed_Cold
75,129,10.1139/z89-047,Gasaway1989,Canadian Journal of Zoology,1989,United States of America,BA,Alces_alces,Alces alces,Other space use - Proportion,Percentage of fixes within fire perimeter,Percentage of fixes within fire perimeter,Not provided,Spring,Spring,NA,NA,VHF,Not provided,Not provided,Not provided,Not provided,Wildfire,Spring/Summer,Burn severity ranged from light to severe. Unburned patches within burn perimeter.,50000,1764,"Table 2, pg.327",0.23,0.45,0.01,0.1,0.26,-0.06,SD,"Same moose as Gasaway1985, however this paper investiagted longer term responses (up to 58 months post fire)",6,6,NA,NA,356998,356998,,6,Boreal forests/taiga,-147.70444444,64.37583333,closed,26,Dfb,"Cold, no dry season, warm summer",Cold,closed_Cold
76,130,10.1139/z89-047,Gasaway1989,Canadian Journal of Zoology,1989,United States of America,BA,Alces_alces,Alces alces,Other space use - Proportion,Percentage of fixes within fire perimeter,Percentage of fixes within fire perimeter,Not provided,Summer,Summer,NA,NA,VHF,Not provided,Not provided,Not provided,Not provided,Wildfire,Spring/Summer,Not provided,50000,1764,"Table 2, pg.327",0.41,0.65,0.17,0,0,0,SD,"Same moose as Gasaway1985, however this paper investiagted longer term responses (up to 58 months post fire)",6,6,NA,NA,356998,356998,,6,Boreal forests/taiga,-147.70444444,64.37583333,closed,26,Dfb,"Cold, no dry season, warm summer",Cold,closed_Cold
77,131,10.1139/z89-047,Gasaway1989,Canadian Journal of Zoology,1989,United States of America,BA,Alces_alces,Alces alces,Other space use - Proportion,Percentage of fixes within fire perimeter,Percentage of fixes within fire perimeter,Not provided,Summer/Spring,Summer/Spring,NA,NA,VHF,Not provided,Not provided,Not provided,Not provided,Wildfire,Spring/Summer,Not provided,50000,1764,"Table 2, pg.327",0.55,0.64,0.46,0.17,0.188,0.152,SD,"Same moose as Gasaway1985, however this paper investiagted longer term responses (up to 58 months post fire)",6,6,NA,NA,356998,356998,,6,Boreal forests/taiga,-147.70444444,64.37583333,closed,26,Dfb,"Cold, no dry season, warm summer",Cold,closed_Cold
78,132,10.1139/z89-047,Gasaway1989,Canadian Journal of Zoology,1989,United States of America,BA,Alces_alces,Alces alces,Other space use - Proportion,Percentage of fixes within fire perimeter,Percentage of fixes within fire perimeter,Not provided,Autumn,Autumn,NA,NA,VHF,Not provided,Not provided,Not provided,Not provided,Wildfire,Spring/Summer,Not provided,50000,1764,"Table 2, pg.327",0.08,0.2,-0.04,0,0,0,SD,"Same moose as Gasaway1985, however this paper investiagted longer term responses (up to 58 months post fire)",6,6,NA,NA,356998,356998,,6,Boreal forests/taiga,-147.70444444,64.37583333,closed,26,Dfb,"Cold, no dry season, warm summer",Cold,closed_Cold
79,133,10.1139/z89-047,Gasaway1989,Canadian Journal of Zoology,1989,United States of America,BA,Alces_alces,Alces alces,Other space use - Proportion,Percentage of fixes within fire perimeter,Percentage of fixes within fire perimeter,Not provided,Winter,Winter,NA,NA,VHF,Not provided,Not provided,Not provided,Not provided,Wildfire,Spring/Summer,Not provided,50000,1764,"Table 2, pg.327",0.07,0.23,-0.09,0,0,0,SD,"Same moose as Gasaway1985, however this paper investiagted longer term responses (up to 58 months post fire)",6,6,NA,NA,356998,356998,,6,Boreal forests/taiga,-147.70444444,64.37583333,closed,26,Dfb,"Cold, no dry season, warm summer",Cold,closed_Cold
80,134,10.1139/z89-047,Gasaway1989,Canadian Journal of Zoology,1989,United States of America,BA,Alces_alces,Alces alces,Other space use - Proportion,Percentage of fixes within fire perimeter,Percentage of fixes within fire perimeter,Not provided,Winter/Spring,Winter/Spring,NA,NA,VHF,Not provided,Not provided,Not provided,Not provided,Wildfire,Spring/Summer,Not provided,50000,1764,"Table 2, pg.327",0.1,0.23,-0.03,0.02,0.04,0,SD,"Same moose as Gasaway1985, however this paper investiagted longer term responses (up to 58 months post fire)",6,6,NA,NA,356998,356998,,6,Boreal forests/taiga,-147.70444444,64.37583333,closed,26,Dfb,"Cold, no dry season, warm summer",Cold,closed_Cold
62,96,10.1016/j.foreco.2013.08.032,Pitt2013,Forest Ecology and Management,2013,United States of America,CI,Anaxyrus_americanus,Anaxyrus americanus,Linear Distance,Total distance moved,"Total distance moved, as the distance between locations",Males and females,NA,NA,Winter/Spring,Winter/Spring,VHF,34,69.3,Not provided,Not provided,Planned,Winter,Mean temperature from thermocouples was 170 C +-107.6 C,Not provided,122,"Table 1, pg. 294",457.75,617.23,298.27,1243,1569.74,916.26,SE,"Calculated mean total distance moved, SEM, and tracking period data from Table 1, pg. 294. Used Burn and Control treatments for C and I. Burn treatment site received two prescribed burns before treatment burn, one 9 years pre treatment and another 6 years pre treatment.",12,5,NA,NA,118.7,NA,From AmphBIO,4,Temperate broadleaf and mixed forests,-82.32833333,35.28583333,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
84,141,NA,Lee2012,Journal of Animal and Veterinary Advances,2012,South Korea,CI,Apodemus_peninsulae,Apodemus peninsulae,Home range,Home range size,"Home range size, 95% minimum convex polygon",Males and females,NA,NA,Autumn,Autumn,VHF,NA,NA,20,20,Unclear,Summer,All trees in burn area damaged or dead,Not provided,3407,"Table 4, pg. 3837",0.9152,1.1723,0.6581,0.1658,0.168872,0.1359,SE,"Fire treatment confounded with replanting post fire, as well as post fire silvicultural practices (removing trees and coarse woody debris, as well as understorey cover).",6,5,NA,NA,32.9,32.9,,4,Temperate broadleaf and mixed forests,128.3,37.21666667,closed,21,Dwa,"Cold, dry winter, hot summer",Cold,closed_Cold
85,142,NA,Lee2012,Journal of Animal and Veterinary Advances,2012,South Korea,CI,Apodemus_peninsulae,Apodemus peninsulae,Home range,Home range size,"Home range size, 95% minimum convex polygon",Males and females,NA,NA,Winter,Winter,VHF,NA,NA,20,20,Unclear,Summer,All trees in burn area damaged or dead,Not provided,3407,"Table 4, pg. 3837",0.147825,0.1891586,0.1064914,0.012585,0.015657,0.009513,SE,"Fire treatment confounded with replanting post fire, as well as post fire silvicultural practices (removing trees and coarse woody debris, as well as understorey cover).",6,6,NA,NA,32.9,32.9,,4,Temperate broadleaf and mixed forests,128.3,37.21666667,closed,21,Dwa,"Cold, dry winter, hot summer",Cold,closed_Cold
86,143,NA,Lee2012,Journal of Animal and Veterinary Advances,2012,South Korea,CI,Apodemus_peninsulae,Apodemus peninsulae,Home range,Home range size,"Home range size, 95% minimum convex polygon",Males and females,NA,NA,Spring,Spring,VHF,NA,NA,20,20,Unclear,Summer,All trees in burn area damaged or dead,Not provided,3407,"Table 4, pg. 3837",0.725925,0.946553,0.505297,0.201409,0.243279,0.159539,SE,"Fire treatment confounded with replanting post fire, as well as post fire silvicultural practices (removing trees and coarse woody debris, as well as understorey cover).",6,6,NA,NA,32.9,32.9,,4,Temperate broadleaf and mixed forests,128.30000001,37.21666667,closed,21,Dwa,"Cold, dry winter, hot summer",Cold,closed_Cold
87,144,NA,Lee2012,Journal of Animal and Veterinary Advances,2012,South Korea,CI,Apodemus_peninsulae,Apodemus peninsulae,Home range,Home range size,"Home range size, 95% minimum convex polygon",Males and females,NA,NA,Summer,Summer,VHF,NA,NA,20,20,Unclear,Summer,All trees in burn area damaged or dead,Not provided,3407,"Table 4, pg. 3837",0.382525,0.501335,0.263715,0.092124,0.113844,0.070404,SE,"Fire treatment confounded with replanting post fire, as well as post fire silvicultural practices (removing trees and coarse woody debris, as well as understorey cover).",5,5,NA,NA,32.9,32.9,,4,Temperate broadleaf and mixed forests,128.30000002,37.21666667,closed,21,Dwa,"Cold, dry winter, hot summer",Cold,closed_Cold
88,145,NA,Lee2012,Journal of Animal and Veterinary Advances,2012,South Korea,CI,Apodemus_peninsulae,Apodemus peninsulae,Linear distance - Speed,Movement distance (m/hour),Movement distance (m/hour),Males and females,NA,NA,Autumn,Autumn,VHF,NA,NA,20,20,Unclear,Summer,All trees in burn area damaged or dead,Not provided,3407,"Table 2, pg. 3836",48.28,2619.28,-2522.72,12.2,14.65,9.75,SE,"Fire treatment confounded with replanting post fire, as well as post fire silvicultural practices (removing trees and coarse woody debris, as well as understorey cover).",6,5,NA,NA,32.9,32.9,,4,Temperate broadleaf and mixed forests,128.30000003,37.21666667,closed,21,Dwa,"Cold, dry winter, hot summer",Cold,closed_Cold
89,146,NA,Lee2012,Journal of Animal and Veterinary Advances,2012,South Korea,CI,Apodemus_peninsulae,Apodemus peninsulae,Linear distance,Movement distance (m/hour),Movement distance (m/hour),Males and females,NA,NA,Winter,Winter,VHF,NA,NA,20,20,Unclear,Summer,All trees in burn area damaged or dead,Not provided,3407,"Table 4, pg. 3837",5.4,5.63,5.17,3.09,3.33,2.85,SE,"Fire treatment confounded with replanting post fire, as well as post fire silvicultural practices (removing trees and coarse woody debris, as well as understorey cover).",6,6,NA,NA,32.9,32.9,,4,Temperate broadleaf and mixed forests,128.30000004,37.21666667,closed,21,Dwa,"Cold, dry winter, hot summer",Cold,closed_Cold
